id,incident_title,incident_description,incident_date,location_id,location_name,latitude,longitude,country_id,category_id,category_title,building,landmark,area,city,state,country
18,"Sexual Invite","A man walked with me for 5 minutes with his hands inside his pants and trying to show me his dick! ass*&^@ .. I ran for my life till I saw a shop and called someone to come and pick me up from there.","25-12-2012 01:50",18,"Nehru Place, New Delhi, Delhi 110048, India",28.551478,77.251543,105,10,"Sexual Invites",,110019,"Nehru Place","New Delhi",Delhi,India
23,"Commenting at Bandra West","Some guys enjoy passing comments at women looking for auto-rickshaws in the evening.","25-12-2012 01:48",23,"Bandra West, Mumbai, Maharashtra, India",19.055229,72.830829,105,2,Commenting,,400050,"Bandra West",Mumbai,Maharashtra,India
31,"Chain snatching","My 86 year old mother was attacked by a chain snatcher in our building on 3 December 2012. In the scuffle, she fell down and fractured her thigh bone.","26-12-2012 01:07",31,"Gagandeep, Yadav Nagar, Mumbai, Maharashtra",19.113996,72.836565,105,15,Others,,400047,"Juhu Scheme",Mumbai,Maharashtra,India
32,"Commenting and Harrasing","Young boys around 12 to 14 years in Jankalyan area just outside our building make lewd comments and try to touch women. They usually are from the Malwani area , they thrive in groups and pass comments, make hand gestures.  I experienced the same and reported it to a cop, who tracked them down and thrashed them. I think we need to raise our voice and report to the authorities which should act in discouraging such young boys to get into these kinds of acts.","26-12-2012 01:19",32,"JanKalyan Nagar, Malad West, Mumbai, Maharashtra, India.",19.200527,72.82042,105,2,Commenting,,400095,"Divya Park",Mumbai,Maharashtra,India
33,"Chain snatching and theft","In Dombivili, most of the families consists of middle class and below categories of families. Most the people travel towards Mumbai Main city for their livelihood. Hence during daytime especially afternoon, only women, elderly or children are there at home, hence making homes and people vulnerable. There is increasing number of theft and chainsnatching instances during afternoons, when women bring children home from schools. Thieves have become so brazen, that they keep watch on societies and snatch chains from within society compounds!!","26-12-2012 10:36",33,"Dombivli, Maharashtra, India",19.209401,73.093948,105,15,Others,,421201,Gograswadi,Dombivli,Maharashtra,India
34,"Sexual Invite","Late evening (around 7.30 pm) after shopping in the up market - South Extn locality in Delhi, I was trying to look for an auto to go back home. As the traffic was at its peak, I could not get any so I started walking towards the flyover in the hope that I would get one at the T point. This patch is a little deserted but has a lot of traffic. Mysteriously a lot of passing vehicles started to slow down near me as if asking for directions. After 2 vehicles I realized that most of these vehicles were single men driving big cars. These well educated men in big cars, on seeing a woman walking on the road alone at 7.30 could only think of two things - ""She is a hooker""...or she is alone therefore ""available"". Felt sick and so vulnerable!","26-12-2012 01:56",34,"South Extension, Mahatma Gandhi Marg,  Delhi",28.568814,77.220565,105,10,"Sexual Invites",,110049,"Block G","New Delhi",Delhi,India
35,"Sandhurst Road station, Dockyard Road station, Sewri","Stations are dark, no lights inside the platform. Very deserted area, without any police presence","26-12-2012 10:45",35,"Sandhurst Road, Dr Meisheri Road, Umerkhadi, Mumbai, Maharashtra, India",18.96149,72.839962,105,15,Others,,400009,"Noor Baug",Mumbai,Maharashtra,India
36,"Pitampura, Bus stand","Comments were passed when I was waiting for my bus.","26-12-2012 17:57",36,"New Delhi Railway Station",28.64197,77.2206,105,2,Commenting,,110001,"Ajmeri Gate","New Delhi",Delhi,India
37,Molestation,"Molestation of a woman on bike with her husband, by a group in a car","24-12-2012 00:30",37,"Ghodbunder, Sanjay Gandhi National Park, Mira Bhayandar, Maharashtra",19.284669,72.904947,105,11,"Rape / Sexual Assault",,401107,Versova,"Mira Bhayandar",Maharashtra,India
38,"Sexual invite","I was driving on my two-wheeler when an uncle passing on a scooter nearby commented to give him a blow job.","23-03-2012 18:58",38,"Big Cinemas, City Centre Mall, Bathinda",28.57678,77.336903,105,"2 | 10","Commenting | Sexual Invites",,201301,D-Block,Noida,"Uttar Pradesh",India
39,"Woman allegedly raped, male colleague beaten mercilessly in Gujarat","A 37-year-old widow was allegedly raped on Tuesday night by two unidentified people even as her male colleague was stripped and beaten mercilessly, the police said on Wednesday.An Unjha police official said the woman and the man were talking to each other sitting in a vehicle when the two men arrived on their two-wheeler and threatened the woman's colleague with a knife.The duo then allegedly stripped the man and beat him, the police said, adding one of the two assaulters then tied the woman's hands and legs with her sari before both of them took turns to allegedly rape her.","26-12-2012 13:11",39,"Unjha, Gujarat, India",23.803571,72.397926,105,11,"Rape / Sexual Assault",,384170,Khajuripole,Unjha,Gujarat,India
40,"Retard commenting","I just stepped out of office to buy some munches and a stupid roadside stranger started passing comments like 'saman leke kidhar ka rahi ho'","27-12-2012 01:49",40,"Kalkaji, New Delhi, Delhi, India",28.542735,77.259194,105,2,Commenting,,110019,"Kalkaji Extension","New Delhi",Delhi,India
41,"UP rape victim raped by cops probing case","A gang-rape victim from Uttar Pradesh's Ambedkar Nagar, who was again violated by the investigating officer (IO) probing her case, has now alleged that she was also raped by the inspector in charge of the police station where she had lodged her complaint.","27-12-2012 01:14",41,"Lucknow, Uttar Pradesh, India",26.846511,80.946683,105,11,"Rape / Sexual Assault",,226002,"Sadar Bazaar",Lucknow,"Uttar Pradesh",India
48,"Indecent exposure to unsuspecting teenage girls","I was a young girl in 9th standard, playing in the streets of some residential area with a bunch of friends. A man, possibly in late 30s or early 40s, riding a scooter came close to where we were. After a moment, we realized the zipper on his trouser was open and he was possibly stroking himself, in full view of a group of 3-4 teenage girls. We were shocked and hurried into our houses. Only after a few minutes of silence we realized what had just occurred and vowed to take down the registration number of the vehicle the next time this happened. We never got the chance.","27-05-2006 18:00",48,"Chandigarh, India",30.733315,76.779418,105,9,"Indecent exposure",,160022,"Sector 18D",Chandigarh,Chandigarh,India
49,"New Delhi Railway Station Indecent comments","The following is what i had written a day after this horrific experience 2-3 years back.""Teri chut lene me maza aa jaega"" he said to me. Maybe it is my fault. I never should have known what that means. And I replied with ""mar ja jake"", my voice quivering. And as with every sharp exchange of words, later, for quite some time I thought of better responses I could've given. ""Police ke pass chalega? mujhe bhi maza aa jaega.."" or ""…""; well thoughts I am still not able to put into words. Suddenly I was given a glimpse of what it would feel like to be a rape victim. It probably would be too clichéd to say that I suddenly felt exposed to everyone around me. At the same I could see indifference in many eyes around me. They knew not what had just happened in the middle of the road, in broad daylight (please note that I am still speaking like a rape victim). I saw a mother with a daughter probably 8-10 years old with her. The gap of about 1m between them made me feel insecure for them. I wanted to shout out to the mother to grasp her daughter's hand and hold her close. And I suddenly understood why mothers are so protective. I knew he was still somewhere around me. Watching. Loving and getting high on the reaction he'd caused in me. This thought made me lighten up. I didn’t want to give him the satisfaction. I looked around cheerily again. Well not really, just normal enough. All the men around me suddenly seemed to be leering. A casual glance felt like a perverted gaze. I wished my pick-up to be here already. The stupid 20 something year olds that I have encountered in-numerous times suddenly began to seem threatening. Who am I to judge? I know sex addicts. I have 1st hand experience with them and their lust and what their addiction does to people around them. Suddenly a thought comes to me. He had guts. I mean at this stage in his addiction (I’m assuming that I am not blunderously attractive and he just says this kind of thing to young girls), he probably does it out of compulsion, but he must have started somewhere. I don’t know a single person who would say out loud something like this, even in a relationship, during a naughty role play night. This I believe is tougher than proposing to a girl. Or maybe it isn’t for him. Maybe he was brought up in a family in which an angry father told his daughter off with heavy abuses, the mother was openly told by the father that she is to pleasure him tonight, the siblings would call each other swear words involving their mother, the sister was casually called “prostitute” and told to do things wives are fit for.PS: Please note that the date n time are approximates.","15-06-2009 11:07",49,"New Delhi Railway Station, Connaught Place, New Delhi, Delhi 110006, India",28.64197,77.2206,105,"2 | 10","Commenting | Sexual Invites",,110001,"Ajmeri Gate","New Delhi",Delhi,India
50,"Made kissing noises","While I was getting off a shared auto at my destination, some of the men made kissing noises at me.","29-12-2012 13:11",50,"Badkhal Mod, Faridabad, Haryana, India",28.408912,77.317789,105,2,Commenting,,121008,"ADB PWD Colony",Faridabad,Haryana,India
51,"Sodomy amongst young boys","Closer to mumbai in Kalyan..a mentally challenged 14 year old boy was sodomised by 4 men, they shaved his eyebrows and head before burning his private parts with cigarette butts..they then forced him to have unnatural sex and paraded him on road...later accused beat up his father to dissuade him to approach to police.....the fourth accused person is still absconding......(TOI , Mumbai edition)....now what do we say to this.....sexual assaults are rampant...","29-12-2012 13:41",51,"Kalyan, Maharashtra, India",19.241201,73.12906,105,11,"Rape / Sexual Assault",,421301,"Manik Colony",Kalyan,Maharashtra,India
52,"Hauz Khas","the man tried to grope me. someone came after 5 mins and i ran as fast i could.","20-12-2012 16:25",52,"Hauz khas enclave, Delhi",28.550471,77.198716,105,8,"Touching /Groping",,110016,"Block C 4","New Delhi",Delhi,India
53,stalking,"there is a guy who works in the police man himself, constable or something. he's been stalking me since class 12th that is for 5 years now. he knows my college timings, he knows how i commute. he doesnt say anything, do anything.. he just comes at my bus stop every morning and every evening. make a few rounds on the road im walking. n go away. he had tried to talk to me 5 years back when i was in class 12th. i had yelled at him and said i'll call the police. he had laughed loudly on my face nd went away. but came back the next day and has been coming ever since. ive told my friends, they've tried their contacts and complained to the dgp of jammu , his bike was confiscated once wen i made a hue n cry on th eroad while he was followng me. he dissapears for a a month after these incidents n appears again.it is mental torture. to see him there everyday at my bus stop, outside my house, outside my college, it is mental torture. police ppl or anyone cannot do anything cos he does not say anything or do anything. he's just there. like a ghost. this has been happening in jammu city J&K. i am a medical student. going to be a doctor. and im scared , very scared, frustrated and torured.","30-12-2012 13:36",53,Jammu,32.726602,74.857026,105,15,Others,,180016,"Resham Ghar Colony",Jammu,,India
54,"Chain Snatching","This happened on 9th december...http://epaper.timesofindia.com/Repository/ml.asp?Ref=VE9JUFUvMjAxMi8xMi8xMSNBcjAwMzA0","30-12-2012 13:48",54,"Pune, Maharashtra, India",18.52043,73.856744,105,15,Others,,411011,Shobhapur,Pune,Maharashtra,India
55,"Oglers and intentional nudgers","Reporting this from an experience of a friend. She walks to the bus stand every morning to catch her morning bus to office. On the way, she often comes across middle aged men ogling at women and at times occasionally budging her by elbow and trying to touch her. Please avoid walking on the pavements here if you can.","30-12-2012 13:49",55,"BTM Water Tank, BTM Layout 2nd Stage, Bangalore, Karnataka",12.916257,77.606958,105,"6 | 8","Ogling/Facial Expressions/Staring | Touching /Groping",,560029,"1st Stage",Bengaluru,Karnataka,India
56,"Daily case of Catcalls and Commenting","Daily cases of CATCALLS & COMMENTINGon Koregaon Park Road... and most these culprits are all youngsters from supposedly well to do families.","30-12-2012 21:56",56,"Koregaon Road, Pune, Maharashtra, India",18.535841,73.885543,105,"1 | 2","Catcalls/Whistles | Commenting",,411001,Sangamvadi,Pune,Maharashtra,India
57,"Sad but true - I am a woman and I feel unsafe being one!","I think there is no woman who has not gone through some form of sexual harassment in this country. It is sad that I cant step outside my home without a hint of fear in my mind. I have had experiences standing at my bus stop as a child, with a friend of mine waiting for my school bus to come, when a man in a big car took rounds throwing pieces of paper with his number written on it. Then there was another time when I was standing outside my house waiting for a friend to come pick me up when a car stopped and refused to leave until he saw my friend come. For God's sake right outside my house?!? I would like to state another example when me and my friend were returning from the market in a rickshaw and we were followed by a car full of men passing lewd comments and the rickshaw guy had the sense of taking a different route. When he dropped us home he asked us ""Didi kya aap un logo ko jaanti thi""? and i replied saying no, and his answer was ""isliye maine doosra raasta le liya"". What i'm trying to say here is that it is not just the poor and uneducated people to blame every single time, there are ""educated men"" from well to do families in big cars doing this!!! Another time i was stopped by a well spoken man on the defence colony - kotla road again in a big car asking if i want to be friends and whether he can drop me home, when i said no he kept following me, i had to go to a crowded place in my market in the colony to get away from him. Another thing i would like to say is that the I am a resident of Defence Colony which is ""supposedly"" a colony for the defence people, should be safe but sadly it isn't. Nearly every evening i notice prostitutes standing in nooks and corners & cars stopping and picking them up inside the colony itself. There are a number of lady boys who stand right at road that turns into Defence Colony opposite the Lajpat Nagar metro station. At the turn there is a police check post at night for so called ""security reasons"" and they stop cars as and when they want (only when they're bored or want to make some money). Do they not know that these lady boys/prostitutes stand there and get picked up every night??? What is the police doing??? It happens right under their noses and they're oblivious to it!!! This is a great initiative but i hope it continues and is not short lived. We really need to do something to bring about a change in the mindset of people in this country which ironically worships goddesses !!","30-12-2012 23:14",57,"New Delhi, Delhi, India",28.635308,77.22496,105,"2 | 6 | 15","Commenting | Ogling/Facial Expressions/Staring | Others",,110006,"Naya Bazar","New Delhi",Delhi,India
58,eveteasing,"last month, i saw one girl was being eve teased by a group of boys. i tried to stop them but they started arguing & abusing in marathi. luckily i & that girl were able to escape.","16-11-2012 13:24",58,"Dadar Railway Station, Dadar West, Dadar, Mumbai, Maharashtra",19.0162,72.8401,105,"2 | 6 | 8 | 10","Commenting | Ogling/Facial Expressions/Staring | Touching /Groping | Sexual Invites",,400028,"Priyadarshini Society",Mumbai,Maharashtra,India
59,"In a sea of faces","There are too many people and this helps the perpetrators.","01-01-2013 11:52",59,"Guindy, Chennai, Tamil Nadu, India",13.010133,80.211216,105,"6 | 8","Ogling/Facial Expressions/Staring | Touching /Groping",,600032,"Guindy Industrial Estate",Chennai,"Tamil Nadu",India
60,"Chain snatching","My neighbor, a 70 year old lady's gold chain was snatched by two men on a two wheeler when she was returning from shopping for vegetables.  This was near the CeeDeeYes apt. complex on Velachery Main Road.It happened barely 200 meters from the Velachery Police Station.","01-11-2012 18:40",60,"Velachery, Chennai, Tamil Nadu, India",12.975971,80.221209,105,15,Others,,600042,Velachery,Chennai,"Tamil Nadu",India
61,"Rampant Prostitution","After Sunset on Juhu Tara road, the Road from Juhu Beach to Linking Road, passing Hotel Sea Princess becomes flooded with call girls. They sit in Auto Rickshaws and await clients.They have rooms in nearby shanties, where the whole set up is well planned. Surely, the police is in connivance.","01-01-2013 13:36",61,"Juhu Tara Road, Vallabh Nagar, Juhu, Mumbai, Maharashtra, India",19.093192,72.827806,105,10,"Sexual Invites",,400049,"Airport Area",Mumbai,Maharashtra,India
62,"Verbal Abuse","Verbal abuse and indecent language and behavior.","01-01-2013 13:18",62,"Airtel showroom",11.94164,79.809438,105,"2 | 15","Commenting | Others",,605008,Pakkamudayanpet,Puducherry,Puducherry,India
63,"WHISTLING, USING ABUSIVE WORDS.","HI,ITS ALL ABOUT WOMEN SAFETY.I WANT TO INFORM YOU ABOUT NAGPUR CITY OF MAHARASHTRA,INDIA.I M TALKING NOT ABOUT A PARTICULAR AREA BUT TALKING ABOUT EACH ROUTE LIKE RAILWAY STATION, MAIN ROAD, ETC.ANYWAYS I M NOW TALKING ABOUT KOSHTIPURA, SITABULDI NAGPUR,HERE EVERY STREET BOY, SERVANT OF SHOPS ARE MAKING ALWAYS JOKES ABOUT GIRLS. THEY ARE TREATING THEM LIKE A PROSTITUTE. THEY ARE TREATING EVERY GIRLS AS USING ABUSIVE WORDS. I M REQUESTING YOU, PLEASE TAKE SOME ACTION ABOUT THIS AREA.THANK YOU!","01-01-2013 22:15",63,"KOSHTIPURA SITABULDI, Nagpur, Maharashtra, India",21.142518,79.083949,105,"1 | 2 | 6 | 10","Catcalls/Whistles | Commenting | Ogling/Facial Expressions/Staring | Sexual Invites",,440012,Sitabuldi,Nagpur,Maharashtra,India
64,"Hyderabad - becoming worse day by day","I am a regular college going girl studying in St.Francis college for women in Uma nagar, Begumpet. Due to the fact that ours is a girls' college, the whole lane that leads to kundanbagh is a loitering place for many eve teasers. Even if a girl gets teased, she is forced to walk away silently due to the indifference of the people around. I stay a little less than a kilometer away from my college. I was groped twice in broad daylight by a middle aged man at 8:00 AM near the begumpet railway station near country club on my way to college and nobody helped me despite my loud cries. I however made an effort to note down that bastard's vehicle number - AP 9 BA 9861. Since the day I've been groped I've never been able to go out alone because of the fear. The whole of Ameerpet area is extremely crowded and full of thugs and cheap youngsters. The place where I live (Leelanagar)echoes with catcalls, lewd comments and is full of stalkers.","01-01-2013 22:32",220,"Uma Nagar, Begumpet, Hyderabad, Andhra Pradesh, India",17.269247,78.723592,105,"1 | 2 | 3 | 6 | 8 | 15","Catcalls/Whistles | Commenting | Taking pictures | Ogling/Facial Expressions/Staring | Touching /Groping | Others",,501508,,Abdullapurmet,Telangana,India
65,"Intentional nudgers","Since Ranganathan street is a very crowded street, there are men who occasionally try to touch.","02-01-2013 01:15",66,"Ranganathan Street, CIT Nagar, Thiyagaraya Nagar, Chennai, Tamil Nadu, India",13.037066,80.229595,105,8,"Touching /Groping",,600017,"Postal Colony",Chennai,"Tamil Nadu",India
66,Groped,"Was riding my scooter back from office at around 8.30/9 pm, right breast was grabbed by a guy on a motorbike from the opposite direction just a few hundred meters before the entrance to Satyam Theatre in Chennai. At the point where the lane connecting Mount Road to the Whites Road.","02-01-2013 01:58",67,"Whites Road, Chennai, Tamil Nadu, India",13.05747,80.260999,105,"2 | 8","Commenting | Touching /Groping",,600014,"Express Estate",Chennai,"Tamil Nadu",India
67,"Not safe on ""frequent"" buses","I was pinched on my a** when I was returning from college, on the bus 29C, and only because I had two stops, because I was told so, not exactly in those words, in English. I could have slapped him, but both my hands were full and my bag was on my back. Also, the 29C is also pretty crowded in the evening so I didn't have enough space to do anything. I wish this was stopped.","02-01-2013 10:18",68,"Chennai, Tamil Nadu, India",13.060422,80.249583,105,"2 | 8 | 15","Commenting | Touching /Groping | Others",,600008,Srirampuram,Chennai,"Tamil Nadu",India
68,"Taking Picture","Last week when we were in Mysore Zoo, 3 guys were taking photos of ladies in their mobile phone,when i notice and questioned them they were rushing to escape.","02-01-2013 10:27",69,"Sri Chamarajendra Zoological Garden, Indiranagar, Mysore, Karnataka 570010, India",12.300978,76.667876,105,3,"Taking pictures",,570010,"Ittige Gudu",Mysuru,Karnataka,India
69,"Bag Snatching & Groping","While a friend of mine was returning back from work a guy tried to snatch her bag and when he failed he tried tyo grope her and in a failed attempt pushed her on the road.She fell on the road with her head hitting  a stone and bleeding.This man easily ran past the Hoysala van that was parked at the end of the road","14-03-2012 06:00",70,"Koramangala 17th Bmain #rd Block in front of B Mona School",15.433023,78.463689,105,"6 | 8","Ogling/Facial Expressions/Staring | Touching /Groping",,518502,,,"Andhra Pradesh",India
70,"Taking advantage of dark","About one year back, I was going to a near by shop at Aiyappa Society, Madhapur, Hyderabad. The road was dark as none of the street lights were, suddenly a guy came on bicycle and groped me.","12-05-2011 19:27",71,"CGR International School, Mega Hills, Madhapur, Hyderabad, Andhra Pradesh 500081, India",17.448543,78.391644,105,8,"Touching /Groping",,500081,"Mega Hills",Madhapur,Telangana,India
71,"Mehdipatnam Bus stop, Hyderabad","I feel very insecure at Mehdipatnam bus stop. I saw young or even elder men who intentionally roam in the bus stop to touch young girls.","02-01-2013 13:37",72,"Mehdipatnam Bus Stop, Humayun Nagar, Hyderabad, Andhra Pradesh, India",17.395394,78.440545,105,8,"Touching /Groping",,500028,"Royal Colony",Hyderabad,Telangana,India
72,"kota buried my ambition to be an engineer.","I was walking back home from my institute when a guy tapped my shoulder from back and asked me the way of a street nearby. I politely gave the answer but he asked again - nahi nahi , main usss wali gali ki baat kr ra hoon. I dint understand.he started laughing looking at me n then i commemorated , their were 4 rapes reported on that street. i was horrified. He laughed loud and mockingly zipped-unzipped his pant. I ran back to home. But no doubt , m scared to go out even in the shops nearby. Moreover , i get these frequent calls from unknown guys who keep on calling. I have to keep my cell in flight mode the whole day. :(","02-01-2013 13:51",73,"Kota, Rajasthan, India",25.169511,75.85399,105,"1 | 2 | 3 | 6 | 8 | 9 | 10","Catcalls/Whistles | Commenting | Taking pictures | Ogling/Facial Expressions/Staring | Touching /Groping | Indecent exposure | Sexual Invites",,324007,Ramchandrapura,Kota,Rajasthan,India
73,"Lack of Railway Police Force at harbour line","HelloI am a frequent traveller of Mumbai local trains, just like most of Mumbai women. I take the harbour line train, which goes from Mahim to CST. I have seen many a time after 8 pm the train gets empty, and there is no presence of RPF personnel. The railways should look at increasing security in these routes","02-01-2013 13:31",74,"Mumbai, Maharashtra, India",19.075984,72.877656,105,15,Others,,400070,"Friends Colony",Mumbai,Maharashtra,India
74,"Incidents in bus","I was travelling back from DLF to porur in bus. It was crowded. A guy intentinally pressing his a** against back. I yelled at him and moved to other place. He followed and did the same.I got down 2 stops ahead of my actual destination. I really wish this ends ASAP.","02-01-2013 13:42",75,"Porur, Chennai, Tamil Nadu, India",13.042466,80.157013,105,8,"Touching /Groping",,600095,"Porur Gardens",Chennai,"Tamil Nadu",India
75,"Sexual Assault",http://news.outlookindia.com/items.aspx?artid=785656,"02-01-2013 22:25",76,"Guwahati, Assam, India",26.147129,91.735551,105,11,"Rape / Sexual Assault",,781025,Barsapara,Guwahati,Assam,India
76,"Misbehavior to female  Commuters at Wadala Station Area","I am a lawyer and I work late; Almost every second day when I transit to New Bombay from Andheri via Wadala Rd. Station I see the local boys or boys travelling from that line passing expressly lewd comments and gestures towards female commuters, transgender commuters and effeminate men within the Train Station in full view of the Police Officers deployed at the station.","03-01-2013 01:05",77,"Wadala Road, Parel, Mumbai, Maharashtra, India",19.016027,72.85884,105,"1 | 2 | 6","Catcalls/Whistles | Commenting | Ogling/Facial Expressions/Staring",,400031,"Wadala West",Mumbai,Maharashtra,India
77,"Lack of police in railway stns","I was groped by a almost fossilized old man in yeshwantpur railway stn in bangalore..b4 i cud react he ran away pretty fast into a crowd n i cud only see the back of his head...when i thought i can report this to the police(coz he seemed to be wearing a coolie's uniform,thoh i couldnt be sure) there was no cops around...n this was at 8:30 pm...","06-12-2012 20:30",78,"Yeshwantpur Railway Station Bus Stop, Chord Rd, Malleshwaram, Bangalore, Karnataka, India",13.018871,77.553504,105,8,"Touching /Groping",,560022,"Dr.Ambedkar Nagar",Bengaluru,Karnataka,India
78,"Comments by auto driver","After I got down from the bus and was walking home, an auto driver and his companion followed me for about 500 yards and were making indecent comments. Thankfully they backed off as soon as the deserted portion of the street ended.Never get into an auto where the driver has a companion even if they insist that it is only for short distance.","03-01-2013 10:40",79,"Hyderabad, Andhra Pradesh, India",17.385044,78.486671,105,"1 | 2","Catcalls/Whistles | Commenting",,500064,"Subhash Nagar",Hyderabad,Telangana,India
79,"Women Learn to Live with Harrassment","I live in an apartment which has a balcony overlooking a small side road, with a small empty plot alongside the sideroad. I like to step out to my balcony in the mornings to enjoy my cup of tea. Most mornings, roughly around 7:30-ish, a ""gentleman"" arrives on a scooter, goes into the empty plot, drop his pants and starts masturbating. I'm guessing he does this only if there is someone in one of the outside balconies. I am unable to enjoy my mornings in my own beautiful balcony because of this deranged person.I take my child to the park once in a while. If there is a crowd in front of the icecream stand, men of all ages, but mostly late teens and 20s, brush up against women. They do it quite innocuously.If I walk back alone after 7:00 in the evening, there is every chance that some group of boys decide to have harmless fun by walking behind me commenting and intimidating.Trivandrum is not a great place to live.","03-01-2013 10:37",80,"Thiruvananthapuram, Kerala, India",8.487495,76.948623,105,"2 | 6 | 9 | 10 | 15","Commenting | Ogling/Facial Expressions/Staring | Indecent exposure | Sexual Invites | Others",,695014,"Chalai Bazaar",Thiruvananthapuram,Kerala,India
80,"Bike riders","Place: Himayat Nagar, Hyderabad.men, usually three (ofcourse law breakers) riding on a bike. They pass comments like ""sexy lady"" ""darling,ride kaavala (need a ride?)"". Some pass very close to the pedestrian girl and stare right into the face and smile. This scene is common in traffic signals too. On 2 occasions, one of the men gave flying kisses. this happens in broad day light as well as after night fall. On one ocassion, 2 men stalked me and my friend for 1 hour, as we tried to lose them so they wouldn't know where we resided. eventually, we had to run. all the aforementioned encounters happened within the last month between Nov and December 2012","03-01-2013 10:51",81,"Himayat Nagar, Hyderabad, Andhra Pradesh, India",17.340479,78.308826,105,"1 | 2 | 6 | 15","Catcalls/Whistles | Commenting | Ogling/Facial Expressions/Staring | Others",,500075,,Himayatnagar,Telangana,India
81,"A stranger walked into me","Walking down the market at Serilingampally, a man walked into me purposely trying to feel me. Upon raising an alarm, the man shouted back using foul language. The by standers as expected just looked on.","02-01-2013 11:21",82,"Serilingampally, Hyderabad, Andhra Pradesh, India",17.48,78.33,105,8,"Touching /Groping",,500019,"Doyens Colony","Serilingampalle (M)",Telangana,India
82,"touching in bus","I used to travel many times in 11H bus, during its peak hours in the morning. While standing among the crowd I was touched and groped from behind many times.","06-01-2006 11:26",83,"Chennai, Tamil Nadu, India",13.060422,80.249583,105,8,"Touching /Groping",,600008,Srirampuram,Chennai,"Tamil Nadu",India
83,"bad comment","commented in bad words","18-11-2012 10:43",84,"Thiruvananthapuram, Kerala, India",8.487495,76.948623,105,2,Commenting,,695014,"Chalai Bazaar",Thiruvananthapuram,Kerala,India
84,"Commenting and Mis behaviour","Nagarjuna School Ground Near Tent House, Vanasthalipuram, hyderabad.","03-01-2013 11:37",85,"NGOs Colony Road, Sachivalaya Nagar, Vanasthalipuram, Hyderabad, Andhra Pradesh, India",17.329071,78.569087,105,"2 | 15","Commenting | Others",,500070,"Phase 4",Hyderabad,Telangana,India
85,"Dangerous to walk alone","MTH road is one that starts from Ambattur Industrial estate bus stand. These areas are *to be avoided* places especially after evening time. I have seen and heard many incidents of misbehaving by the local men there with girls/women. The suffering is more due to lack of street lights  which makes such incidents to happen conveniently.","03-01-2013 12:04",86,"MTH Road, Ambattur Industrial Estate, Mangalapuram, Sidco Industrial Estate, Ambattur, Tamil Nadu, India",13.099834,80.169822,105,"2 | 6 | 8","Commenting | Ogling/Facial Expressions/Staring | Touching /Groping",,600058,"Sai Nagar",Chennai,"Tamil Nadu",India
86,"Unsafe Sub way","Unsafe Sub way. Poorly lit light without any security monitoring. Danferous during night times","03-01-2013 12:18",87,"Central Bureau of Investigation, Vishveshvaraiah Nagar, Ganga Nagar, Bangalore, Karnataka, India",13.026604,77.585916,105,"1 | 2 | 6 | 8 | 10","Catcalls/Whistles | Commenting | Ogling/Facial Expressions/Staring | Touching /Groping | Sexual Invites",,560024,"Lakshmayya Layout",Bengaluru,Karnataka,India
87,"Unsafe path in bangalore","In Sarjapura Road Signal bus stop ,Bangalore, the path under the bridge  is a very unsafe place.During past year (2012 and 2011), after 8 in the night, many Hijdas stand there dressed up.Suspect they are sex workers.The path under the bridge is very poorly lit up.The lack of bright light under the bridge is giving them cover.It is completely unsafe for women to walk through that path in the night.","03-01-2012 20:00",88,"Sarjapura Road, Bangalore, Karnataka, India",12.892454,77.665468,105,15,Others,,560068,,Bengaluru,Karnataka,India
88,"Beware of pimps.","walking along this road, there are many pimps, who might tail behind you...stay away from this stretch.It is properly lighted, it is extremely busy, its the sidewalk of a traffic signal, but its unsafe.","03-01-2013 13:21",89,"Chennai, Tamil Nadu, India",13.060422,80.249583,105,"10 | 15","Sexual Invites | Others",,600008,Srirampuram,Chennai,"Tamil Nadu",India
90,"Near Impact college","No proper lighting in the night. No security near the college which leads to having few eve teasers around the college.","03-01-2013 13:19",91,"Hyderabad, Andhra Pradesh, India",17.385044,78.486671,105,"1 | 6 | 15","Catcalls/Whistles | Ogling/Facial Expressions/Staring | Others",,500064,"Subhash Nagar",Hyderabad,Telangana,India
91,"Eve-teasing, harassment","Masab Tank main road.","03-01-2013 13:37",92,"Masab Tank, Hyderabad, Andhra Pradesh, India",17.401204,78.451038,105,"2 | 6 | 10","Commenting | Ogling/Facial Expressions/Staring | Sexual Invites",,500028,"Mahatma Gandhi Colony",Hyderabad,Telangana,India
92,"Groper on a Scooter","A guy on a scooty with the helmet on and going round and round the block and waiting at the corners to grope and make off on the scooter.","03-01-2013 13:18",93,"Corner of Moyenville Road,Bangalore",12.958425,77.60373,105,8,"Touching /Groping",,560025,"Langford Town",Bengaluru,Karnataka,India
93,Harassment,"A man groped me when I was walking down to Broadway road, Ernakulam. Broadway is a very narrow road and is generally crowded so its very easy for men to come in the opposite direction touch/ grope/grab you.","14-04-2012 15:23",94,"Broadway, Ernakulam, Kerala, India",9.979118,76.277321,105,8,"Touching /Groping",,682031,Shenoys,Kochi,Kerala,India
